focal.strain	int.id	i.int	j.int	outcome	score.d	score.o	dom.score	psim	pdist	tdist1	tdist2	tdist3	tdist4	i.clade	j.clade	WB	self	RI	RNI	ASYM	SUM
06C	08B	2	0	08B	0	0	-2	84.6	15.4	0.000646111	350.7312578	0.207463326	395.5922636	Psyr	Psyr	W	0	0	0	1	1
06C	36A	2	0	36A	0	0	-2	85	15	0.000172896	1563.188709	0.040320263	12.67313933	Psyr	Pflu	B	0	0	0	1	1
06C	06B	2	0	06B	0	0	-2	85	15	0.000314158	1455.86	0.105402371	132.8764822	Psyr	Pflu	B	0	0	0	1	1
06C	07B	2	0	07B	0	0	-2	85	15	0.000168965	1351.246001	0.005091072	151.2311711	Psyr	Pflu	B	0	0	0	1	1
06C	43A	2	0	43A	0	0	-2	85	15	4.03E-05	1893.667886	0.037678776	19.52258167	Psyr	Pflu	B	0	0	0	1	1
06C	29A	2	0	29A	0	0	-2	84.9	15.1	0.000195034	1771.745008	0.121591803	182.2748032	Psyr	Pflu	B	0	0	0	1	1
06C	39A	2	0	39A	0	0	-2	85.7	14.3	0.000269705	1911.741132	0.062221081	167.8248252	Psyr	Pflu	B	0	0	0	1	1
06C	34A	2	0	34A	0	0	-2	85.1	14.9	0.000127952	1868.566263	0.057105003	116.4901033	Psyr	Pflu	B	0	0	0	1	1
06C	27A	2	0	27A	0	0	-2	85.6	14.4	3.15E-05	2032.067977	0.070996504	110.7351492	Psyr	Pflu	B	0	0	0	1	1
06C	36B	2	0	36B	0	0	-2	85.6	14.4	2.09E-05	2007.278831	0.065146437	57.67429723	Psyr	Pflu	B	0	0	0	1	1
06C	33E	2	0	33E	0	0	-2	85.6	14.4	2.03E-06	1955.003395	0.104731943	113.0456202	Psyr	Pflu	B	0	0	0	1	1
06C	13A	2	0	13A	0	0	-2	85.6	14.4	3.29E-05	2010.757708	0.055832937	29.80334983	Psyr	Pflu	B	0	0	0	1	1
06C	03A	2	0	03A	0	0	-2	85.5	14.5	6.51E-05	1893.13205	0.083883629	118.9032732	Psyr	Pflu	B	0	0	0	1	1
06C	06A	2	0	06A	0	0	-2	85.5	14.5	6.55E-05	1912.492122	0.095296285	152.0423422	Psyr	Pflu	B	0	0	0	1	1
06C	46A	2	0	46A	0	0	-2	85.2	14.8	0.00047282	1657.824101	0.085934929	163.8730171	Psyr	Pflu	B	0	0	0	1	1
4326	19A	2	0	19A	0	0	-2	99.5	0.5	0.000526306	602.8058912	0.222517238	599.4496436	Psyr	Psyr	W	0	0	0	1	1
4326	07A	2	0	07A	0	0	-2	89.7	10.3	0.000415506	156.4627771	0.243228909	507.6562102	Psyr	Psyr	W	0	0	0	1	1
4326	22D	2	0	22D	0	0	-2	89.7	10.3	0.000273888	124.1986591	0.210899879	397.9106398	Psyr	Psyr	W	0	0	0	1	1
4326	22B	2	0	22B	0	0	-2	89.7	10.3	0.000405907	54.37814585	0.265617753	494.8100048	Psyr	Psyr	W	0	0	0	1	1
4326	26B	2	0	26B	0	0	-2	89.7	10.3	0.000467021	68.95532535	0.325885875	685.8146929	Psyr	Psyr	W	0	0	0	1	1
4326	22C	1	0	22C	1	0	-1	86.4	13.6	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
4326	39F	2	2	RI	0	2	0	85.9	14.1	1.05E-05	469.9387955	0.112728907	244.8516617	Psyr	Psyr	W	0	1	0	0	1
4326	08C	2	2	RI	0	2	0	86.2	13.8	0.000253297	1643.260129	0.166999428	78.20563321	Psyr	Psyr	W	0	1	0	0	1
4326	23A	2	2	RI	0	2	0	86.4	13.6	4.20E-05	409.1733011	0.118823707	233.6090265	Psyr	Psyr	W	0	1	0	0	1
4326	24C	2	2	RI	0	2	0	87.4	12.6	6.97E-05	1386.283045	0.298336688	153.8010379	Psyr	Psyr	W	0	1	0	0	1
4326	21A	2	1	21A	0	1	-1	86.7	13.3	0.000213518	1063.030092	0.24780234	299.3714474	Psyr	Psyr	W	0	0	0	1	1
4326	20B	2	1	20B	0	1	-1	86.7	13.3	0.000195015	359.9929389	0.26047548	366.802505	Psyr	Psyr	W	0	0	0	1	1
4326	08B	2	0	08B	0	0	-2	84.6	15.4	0.001018958	1054.112749	0.503694657	1060.083557	Psyr	Psyr	W	0	0	0	1	1
4326	36A	2	1	36A	0	1	-1	85	15	0.000545743	158.3447025	0.336551594	677.1644324	Psyr	Pflu	B	0	0	0	1	1
4326	06B	2	0	06B	0	0	-2	85	15	0.000687005	51.01599309	0.401633702	797.3677753	Psyr	Pflu	B	0	0	0	1	1
4326	07B	2	0	07B	0	0	-2	85	15	0.000541812	53.59800591	0.301322403	513.260122	Psyr	Pflu	B	0	0	0	1	1
4326	43A	2	0	43A	0	0	-2	85	15	0.000413136	488.8238791	0.333910107	644.9687114	Psyr	Pflu	B	0	0	0	1	1
4326	29A	2	0	29A	0	0	-2	84.9	15.1	0.000567881	366.9010011	0.417823134	846.7660963	Psyr	Pflu	B	0	0	0	1	1
4326	39A	2	0	39A	0	0	-2	85.7	14.3	0.000642552	506.8971256	0.358452412	832.3161183	Psyr	Pflu	B	0	0	0	1	1
4326	34A	2	0	34A	0	0	-2	85.1	14.9	0.000500799	463.7222563	0.239126328	548.0011898	Psyr	Pflu	B	0	0	0	1	1
4326	27A	2	0	27A	0	0	-2	85.6	14.4	0.000341382	627.2239704	0.367227835	775.2264423	Psyr	Pflu	B	0	0	0	1	1
4326	36B	2	0	36B	0	0	-2	85.6	14.4	0.000351992	602.4348247	0.361377768	722.1655903	Psyr	Pflu	B	0	0	0	1	1
4326	33E	2	0	33E	0	0	-2	85.6	14.4	0.000370818	550.1593886	0.400963274	777.5369133	Psyr	Pflu	B	0	0	0	1	1
4326	13A	2	0	13A	0	0	-2	85.6	14.4	0.000339906	605.9137012	0.352064268	694.2946429	Psyr	Pflu	B	0	0	0	1	1
4326	03A	2	0	03A	0	0	-2	85.5	14.5	0.000437942	488.2880438	0.38011496	783.3945663	Psyr	Pflu	B	0	0	0	1	1
4326	06A	2	0	06A	0	0	-2	85.5	14.5	0.000438331	507.6481151	0.391527616	816.5336353	Psyr	Pflu	B	0	0	0	1	1
4326	46A	2	0	46A	0	0	-2	85.2	14.8	0.000845667	252.9800942	0.210296402	500.618276	Psyr	Pflu	B	0	0	0	1	1
19A	07A	0	0	RNI	2	0	0	89.7	10.3	0.0001108	446.3431141	0.02071167	91.79343337	Psyr	Psyr	W	0	0	1	0	1
19A	22D	0	0	RNI	2	0	0	89.8	10.2	0.000252418	727.0045502	0.011617359	201.5390038	Psyr	Psyr	W	0	0	1	0	1
19A	22B	0	0	RNI	2	0	0	89.8	10.2	0.000120399	657.184037	0.043100515	104.6396388	Psyr	Psyr	W	0	0	1	0	1
19A	26B	1	0	26B	1	0	-1	89.8	10.2	5.93E-05	533.8505658	0.103368636	86.36504938	Psyr	Psyr	W	0	0	0	1	1
19A	22C	0	1	19A	2	1	1	86.4	13.6	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
19A	39F	0	1	19A	2	1	1	85.9	14.1	0.000536792	132.8670957	0.335246146	844.3013052	Psyr	Psyr	W	0	0	0	1	1
19A	08C	0	1	19A	2	1	1	86.4	13.6	0.000273009	2246.06602	0.05551781	677.6552768	Psyr	Psyr	W	0	0	0	1	1
19A	23A	0	0	RNI	2	0	0	86.6	13.4	0.000568338	193.6325901	0.341340945	833.0586701	Psyr	Psyr	W	0	0	1	0	1
19A	24C	0	2	19A	2	2	2	87.5	12.5	0.000456581	1989.088936	0.075819449	445.6486056	Psyr	Psyr	W	0	0	0	1	1
19A	21A	0	2	19A	2	2	2	86.7	13.3	0.000312788	1665.835983	0.025285102	300.0781962	Psyr	Psyr	W	0	0	0	1	1
19A	20B	0	0	RNI	2	0	0	86.7	13.3	0.000331291	962.7988301	0.037958242	232.6471386	Psyr	Psyr	W	0	0	1	0	1
19A	08B	2	0	08B	0	0	-2	84.6	15.4	0.000492652	1656.91864	0.281177419	460.6339132	Psyr	Psyr	W	0	0	0	1	1
19A	36A	2	0	36A	0	0	-2	85.1	14.9	1.94E-05	444.4611887	0.114034355	77.71478888	Psyr	Pflu	B	0	0	0	1	1
19A	06B	0	0	RNI	2	0	0	85.1	14.9	0.000160699	551.7898981	0.179116463	197.9181318	Psyr	Pflu	B	0	0	1	0	1
19A	07B	1	0	07B	1	0	-1	85.1	14.9	1.55E-05	656.4038971	0.078805164	86.18952152	Psyr	Pflu	B	0	0	0	1	1
19A	43A	2	0	43A	0	0	-2	85.1	14.9	0.00011317	113.9820121	0.111392868	45.51906788	Psyr	Pflu	B	0	0	0	1	1
19A	29A	2	0	29A	0	0	-2	85	15	4.16E-05	235.9048901	0.195305895	247.3164528	Psyr	Pflu	B	0	0	0	1	1
19A	39A	2	0	39A	0	0	-2	85.8	14.2	0.000116246	95.90876559	0.135935173	232.8664748	Psyr	Pflu	B	0	0	0	1	1
19A	34A	2	0	34A	0	0	-2	85.2	14.8	2.55E-05	139.0836349	0.016609089	51.44845372	Psyr	Pflu	B	0	0	0	1	1
19A	27A	2	0	27A	0	0	-2	85.8	14.2	0.000184924	24.41807921	0.144710596	175.7767988	Psyr	Pflu	B	0	0	0	1	1
19A	36B	2	0	36B	0	0	-2	85.8	14.2	0.000174314	0.371066491	0.138860529	122.7159468	Psyr	Pflu	B	0	0	0	1	1
19A	33E	2	0	33E	0	0	-2	85.8	14.2	0.000155488	52.64650259	0.178446035	178.0872698	Psyr	Pflu	B	0	0	0	1	1
19A	13A	2	0	13A	0	0	-2	85.8	14.2	0.0001864	3.107810009	0.129547029	94.84499938	Psyr	Pflu	B	0	0	0	1	1
19A	03A	2	0	03A	0	0	-2	85.7	14.3	8.84E-05	114.5178474	0.157597721	183.9449228	Psyr	Pflu	B	0	0	0	1	1
19A	06A	2	0	06A	0	0	-2	85.7	14.3	8.80E-05	95.15777609	0.169010377	217.0839918	Psyr	Pflu	B	0	0	0	1	1
19A	46A	1	0	46A	1	0	-1	85.4	14.6	0.000319361	349.825797	0.012220837	98.83136752	Psyr	Pflu	B	0	0	0	1	1
07A	22D	1	0	22D	1	0	-1	99.4	0.6	0.000141618	280.6614361	0.03232903	109.7455704	Psyr	Psyr	W	0	0	0	1	1
07A	22B	0	2	07A	2	2	2	99.4	0.6	9.60E-06	210.8409229	0.022388845	12.84620541	Psyr	Psyr	W	0	0	0	1	1
07A	26B	1	0	26B	1	0	-1	95	5	5.15E-05	87.5074517	0.082656966	178.1584827	Psyr	Psyr	W	0	0	0	1	1
07A	22C	0	1	07A	2	1	1	84.8	15.2	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
07A	39F	0	2	07A	2	2	2	86.6	13.4	0.000425991	313.4760184	0.355957816	752.5078719	Psyr	Psyr	W	0	0	0	1	1
07A	08C	0	2	07A	2	2	2	85.7	14.3	0.000162209	1799.722906	0.07622948	585.8618434	Psyr	Psyr	W	0	0	0	1	1
07A	23A	0	2	07A	2	2	2	85.9	14.1	0.000457538	252.710524	0.362052616	741.2652367	Psyr	Psyr	W	0	0	0	1	1
07A	24C	0	2	07A	2	2	2	86.6	13.4	0.000345781	1542.745822	0.055107779	353.8551723	Psyr	Psyr	W	0	0	0	1	1
07A	21A	0	2	07A	2	2	2	86.1	13.9	0.000201988	1219.492869	0.004573431	208.2847628	Psyr	Psyr	W	0	0	0	1	1
07A	20B	0	0	RNI	2	0	0	86.1	13.9	0.000220491	516.455716	0.017246572	140.8537052	Psyr	Psyr	W	0	0	1	0	1
07A	08B	1	0	08B	1	0	-1	84	16	0.000603452	1210.575526	0.260465748	552.4273465	Psyr	Psyr	W	0	0	0	1	1
07A	36A	2	0	36A	0	0	-2	84.4	15.6	0.000130237	1.881925439	0.093322685	169.5082222	Psyr	Pflu	B	0	0	0	1	1
07A	06B	2	0	06B	0	0	-2	84.4	15.6	0.000271499	105.446784	0.158404793	289.7115651	Psyr	Pflu	B	0	0	0	1	1
07A	07B	2	0	07B	0	0	-2	84.4	15.6	0.000126306	210.060783	0.058093494	5.603911846	Psyr	Pflu	B	0	0	0	1	1
07A	43A	2	0	43A	0	0	-2	84.2	15.8	2.37E-06	332.361102	0.090681198	137.3125012	Psyr	Pflu	B	0	0	0	1	1
07A	29A	2	0	29A	0	0	-2	84.1	15.9	0.000152375	210.438224	0.174594225	339.1098861	Psyr	Pflu	B	0	0	0	1	1
07A	39A	2	0	39A	0	0	-2	84.1	15.9	0.000227046	350.4343485	0.115223503	324.6599081	Psyr	Pflu	B	0	0	0	1	1
07A	34A	2	0	34A	0	0	-2	84.9	15.1	8.53E-05	307.2594792	0.004102581	40.34497965	Psyr	Pflu	B	0	0	0	1	1
07A	27A	2	0	27A	0	0	-2	84.3	15.7	7.41E-05	470.7611933	0.123998926	267.5702321	Psyr	Pflu	B	0	0	0	1	1
07A	36B	2	0	36B	0	0	-2	84.3	15.7	6.35E-05	445.9720476	0.118148859	214.5093801	Psyr	Pflu	B	0	0	0	1	1
07A	33E	2	0	33E	0	0	-2	84.3	15.7	4.47E-05	393.6966115	0.157734365	269.8807031	Psyr	Pflu	B	0	0	0	1	1
07A	13A	2	0	13A	0	0	-2	84.3	15.7	7.56E-05	449.4509241	0.108835359	186.6384327	Psyr	Pflu	B	0	0	0	1	1
07A	03A	2	0	03A	0	0	-2	84.2	15.8	2.24E-05	331.8252667	0.136886051	275.7383561	Psyr	Pflu	B	0	0	0	1	1
07A	06A	2	0	06A	0	0	-2	84.2	15.8	2.28E-05	351.185338	0.148298707	308.8774251	Psyr	Pflu	B	0	0	0	1	1
07A	46A	2	0	46A	0	0	-2	83.8	16.2	0.000430161	96.51731714	0.032932507	7.037934154	Psyr	Pflu	B	0	0	0	1	1
22D	22B	0	2	22D	2	2	2	99.3	0.7	0.000132019	69.82051321	0.054717874	96.89936504	Psyr	Psyr	W	0	0	0	1	1
22D	26B	0	0	RNI	2	0	0	94.7	5.3	0.000193133	193.1539844	0.114985996	287.9040532	Psyr	Psyr	W	0	0	1	0	1
22D	22C	0	0	RNI	2	0	0	85	15	NA	NA	NA	NA	Psyr	Psyr	W	0	0	1	0	1
22D	39F	0	2	22D	2	2	2	86.5	13.5	0.000284373	594.1374545	0.323628786	642.7623014	Psyr	Psyr	W	0	0	0	1	1
22D	08C	0	2	22D	2	2	2	85.6	14.4	2.06E-05	1519.06147	0.043900451	476.116273	Psyr	Psyr	W	0	0	0	1	1
22D	23A	0	2	22D	2	2	2	85.7	14.3	0.00031592	533.3719601	0.329723586	631.5196663	Psyr	Psyr	W	0	0	0	1	1
22D	24C	0	2	22D	2	2	2	86.5	13.5	0.000204163	1262.084385	0.087436809	244.1096018	Psyr	Psyr	W	0	0	0	1	1
22D	21A	0	2	22D	2	2	2	86.1	13.9	6.04E-05	938.8314326	0.036902461	98.53919236	Psyr	Psyr	W	0	0	0	1	1
22D	20B	0	2	22D	2	2	2	86.1	13.9	7.89E-05	235.7942799	0.049575601	31.10813477	Psyr	Psyr	W	0	0	0	1	1
22D	08B	2	0	08B	0	0	-2	84	16	0.00074507	929.9140896	0.292794778	662.172917	Psyr	Psyr	W	0	0	0	1	1
22D	36A	2	0	36A	0	0	-2	84.4	15.6	0.000271855	282.5433615	0.125651715	279.2537927	Psyr	Pflu	B	0	0	0	1	1
22D	06B	2	0	06B	0	0	-2	84.4	15.6	0.000413117	175.2146521	0.190733823	399.4571356	Psyr	Pflu	B	0	0	0	1	1
22D	07B	2	0	07B	0	0	-2	84.4	15.6	0.000267924	70.60065315	0.090422524	115.3494823	Psyr	Pflu	B	0	0	0	1	1
22D	43A	2	0	43A	0	0	-2	84.3	15.7	0.000139248	613.0225381	0.123010228	247.0580717	Psyr	Pflu	B	0	0	0	1	1
22D	29A	2	0	29A	0	0	-2	84.1	15.9	0.000293993	491.0996601	0.206923255	448.8554566	Psyr	Pflu	B	0	0	0	1	1
22D	39A	2	0	39A	0	0	-2	84.1	15.9	0.000368664	631.0957846	0.147552533	434.4054786	Psyr	Pflu	B	0	0	0	1	1
22D	34A	2	0	34A	0	0	-2	84.8	15.2	0.000226911	587.9209153	0.028226449	150.0905501	Psyr	Pflu	B	0	0	0	1	1
22D	27A	2	0	27A	0	0	-2	84.4	15.6	6.75E-05	751.4226294	0.156327956	377.3158026	Psyr	Pflu	B	0	0	0	1	1
22D	36B	2	0	36B	0	0	-2	84.4	15.6	7.81E-05	726.6334837	0.150477889	324.2549506	Psyr	Pflu	B	0	0	0	1	1
22D	33E	2	0	33E	0	0	-2	84.4	15.6	9.69E-05	674.3580476	0.190063395	379.6262736	Psyr	Pflu	B	0	0	0	1	1
22D	13A	2	0	13A	0	0	-2	84.4	15.6	6.60E-05	730.1123602	0.141164389	296.3840032	Psyr	Pflu	B	0	0	0	1	1
22D	03A	2	0	03A	0	0	-2	84.3	15.7	0.000164054	612.4867028	0.169215081	385.4839266	Psyr	Pflu	B	0	0	0	1	1
22D	06A	2	0	06A	0	0	-2	84.3	15.7	0.000164443	631.8467741	0.180627737	418.6229956	Psyr	Pflu	B	0	0	0	1	1
22D	46A	2	0	46A	0	0	-2	83.9	16.1	0.000571779	377.1787532	0.000603477	102.7076363	Psyr	Pflu	B	0	0	0	1	1
22B	26B	1	0	26B	1	0	-1	94.7	5.3	6.11E-05	123.3334712	0.060268121	191.0046882	Psyr	Psyr	W	0	0	0	1	1
22B	22C	0	1	22B	2	1	1	85	15	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
22B	39F	0	2	22B	2	2	2	86.5	13.5	0.000416393	524.3169413	0.378346661	739.6616664	Psyr	Psyr	W	0	0	0	1	1
22B	08C	2	1	08C	0	1	-1	85.6	14.4	0.00015261	1588.881983	0.098618325	573.015638	Psyr	Psyr	W	0	0	0	1	1
22B	23A	0	2	22B	2	2	2	85.7	14.3	0.000447939	463.5514469	0.38444146	728.4190313	Psyr	Psyr	W	0	0	0	1	1
22B	24C	0	2	22B	2	2	2	86.5	13.5	0.000336182	1331.904899	0.032718934	341.0089669	Psyr	Psyr	W	0	0	0	1	1
22B	21A	0	1	22B	2	1	1	86.1	13.9	0.000192389	1008.651946	0.017815414	195.4385574	Psyr	Psyr	W	0	0	0	1	1
22B	20B	0	0	RNI	2	0	0	86.1	13.9	0.000210892	305.6147931	0.005142273	128.0074998	Psyr	Psyr	W	0	0	1	0	1
22B	08B	2	0	08B	0	0	-2	84	16	0.000613051	999.7346028	0.238076904	565.2735519	Psyr	Psyr	W	0	0	0	1	1
22B	36A	2	0	36A	0	0	-2	84.4	15.6	0.000139836	212.7228483	0.07093384	182.3544277	Psyr	Pflu	B	0	0	0	1	1
22B	06B	2	0	06B	0	0	-2	84.4	15.6	0.000281098	105.3941389	0.136015948	302.5577706	Psyr	Pflu	B	0	0	0	1	1
22B	07B	2	0	07B	0	0	-2	84.4	15.6	0.000135905	0.780139939	0.035704649	18.45011725	Psyr	Pflu	B	0	0	0	1	1
22B	43A	2	0	43A	0	0	-2	84.3	15.7	7.23E-06	543.2020249	0.068292353	150.1587067	Psyr	Pflu	B	0	0	0	1	1
22B	29A	2	0	29A	0	0	-2	84.1	15.9	0.000161974	421.2791469	0.15220538	351.9560916	Psyr	Pflu	B	0	0	0	1	1
22B	39A	2	0	39A	0	0	-2	84.1	15.9	0.000236645	561.2752714	0.092834658	337.5061136	Psyr	Pflu	B	0	0	0	1	1
22B	34A	2	0	34A	0	0	-2	84.8	15.2	9.49E-05	518.1004021	0.026491426	53.19118505	Psyr	Pflu	B	0	0	0	1	1
22B	27A	2	0	27A	0	0	-2	84.4	15.6	6.45E-05	681.6021162	0.101610081	280.4164376	Psyr	Pflu	B	0	0	0	1	1
22B	36B	2	0	36B	0	0	-2	84.4	15.6	5.39E-05	656.8129705	0.095760014	227.3555856	Psyr	Pflu	B	0	0	0	1	1
22B	33E	2	0	33E	0	0	-2	84.4	15.6	3.51E-05	604.5375344	0.13534552	282.7269086	Psyr	Pflu	B	0	0	0	1	1
22B	13A	2	0	13A	0	0	-2	84.4	15.6	6.60E-05	660.291847	0.086446514	199.4846382	Psyr	Pflu	B	0	0	0	1	1
22B	03A	2	0	03A	0	0	-2	84.3	15.7	3.20E-05	542.6661896	0.114497206	288.5845616	Psyr	Pflu	B	0	0	0	1	1
22B	06A	2	0	06A	0	0	-2	84.3	15.7	3.24E-05	562.0262609	0.125909862	321.7236306	Psyr	Pflu	B	0	0	0	1	1
22B	46A	2	0	46A	0	0	-2	83.9	16.1	0.00043976	307.35824	0.055321352	5.808271253	Psyr	Pflu	B	0	0	0	1	1
26B	22C	0	2	26B	2	2	2	84.7	15.3	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
26B	39F	0	2	26B	2	2	2	86.8	13.2	0.000477506	400.9834701	0.438614782	930.6663546	Psyr	Psyr	W	0	0	0	1	1
26B	08C	0	2	26B	2	2	2	85.9	14.1	0.000213724	1712.215455	0.158886446	764.0203262	Psyr	Psyr	W	0	0	0	1	1
26B	23A	0	2	26B	2	2	2	86	14	0.000509053	340.2179757	0.444709582	919.4237194	Psyr	Psyr	W	0	0	0	1	1
26B	24C	0	2	26B	2	2	2	86.1	13.9	0.000397296	1455.23837	0.027549187	532.013655	Psyr	Psyr	W	0	0	0	1	1
26B	21A	0	2	26B	2	2	2	85.7	14.3	0.000253503	1131.985417	0.078083535	386.4432455	Psyr	Psyr	W	0	0	0	1	1
26B	20B	0	2	26B	2	2	2	85.7	14.3	0.000272006	428.9482643	0.065410394	319.012188	Psyr	Psyr	W	0	0	0	1	1
26B	08B	2	0	08B	0	0	-2	84.5	15.5	0.000551937	1123.068074	0.177808782	374.2688638	Psyr	Psyr	W	0	0	0	1	1
26B	36A	2	1	36A	0	1	-1	85	15	7.87E-05	89.38937714	0.010665719	8.650260503	Psyr	Pflu	B	0	0	0	1	1
26B	06B	2	0	06B	0	0	-2	85	15	0.000219984	17.93933226	0.075747827	111.5530824	Psyr	Pflu	B	0	0	0	1	1
26B	07B	2	0	07B	0	0	-2	85	15	7.48E-05	122.5533313	0.024563472	172.5545709	Psyr	Pflu	B	0	0	0	1	1
26B	43A	2	0	43A	0	0	-2	84.7	15.3	5.39E-05	419.8685537	0.008024232	40.8459815	Psyr	Pflu	B	0	0	0	1	1
26B	29A	2	0	29A	0	0	-2	84.5	15.5	0.00010086	297.9456757	0.091937259	160.9514034	Psyr	Pflu	B	0	0	0	1	1
26B	39A	2	0	39A	0	0	-2	84.6	15.4	0.000175531	437.9418002	0.032566537	146.5014254	Psyr	Pflu	B	0	0	0	1	1
26B	34A	2	0	34A	0	0	-2	85	15	3.38E-05	394.7669309	0.086759547	137.8135031	Psyr	Pflu	B	0	0	0	1	1
26B	27A	2	0	27A	0	0	-2	84.7	15.3	0.000125639	558.268645	0.04134196	89.4117494	Psyr	Pflu	B	0	0	0	1	1
26B	36B	2	0	36B	0	0	-2	84.7	15.3	0.000115029	533.4794993	0.035491893	36.3508974	Psyr	Pflu	B	0	0	0	1	1
26B	33E	2	0	33E	0	0	-2	84.7	15.3	9.62E-05	481.2040632	0.075077399	91.7222204	Psyr	Pflu	B	0	0	0	1	1
26B	13A	2	0	13A	0	0	-2	84.7	15.3	0.000127115	536.9583758	0.026178393	8.479949997	Psyr	Pflu	B	0	0	0	1	1
26B	03A	2	0	03A	0	0	-2	84.6	15.4	2.91E-05	419.3327184	0.054229085	97.5798734	Psyr	Pflu	B	0	0	0	1	1
26B	06A	2	0	06A	0	0	-2	84.6	15.4	2.87E-05	438.6927897	0.065641741	130.7189424	Psyr	Pflu	B	0	0	0	1	1
26B	46A	2	0	46A	0	0	-2	84.2	15.8	0.000378646	184.0247688	0.115589473	185.1964169	Psyr	Pflu	B	0	0	0	1	1
22C	39F	1	2	22C	1	2	1	87.4	12.6	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
22C	08C	0	2	22C	2	2	2	88.3	11.7	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
22C	23A	0	2	22C	2	2	2	88.2	11.8	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
22C	24C	0	1	22C	2	1	1	88.7	11.3	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
22C	21A	0	0	RNI	2	0	0	89.1	10.9	NA	NA	NA	NA	Psyr	Psyr	W	0	0	1	0	1
22C	20B	0	0	RNI	2	0	0	89.1	10.9	NA	NA	NA	NA	Psyr	Psyr	W	0	0	1	0	1
22C	08B	2	0	08B	0	0	-2	83.9	16.1	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
22C	36A	2	0	36A	0	0	-2	84.5	15.5	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	06B	2	0	06B	0	0	-2	84.5	15.5	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	07B	2	0	07B	0	0	-2	84.5	15.5	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	43A	2	0	43A	0	0	-2	84.3	15.7	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	29A	2	0	29A	0	0	-2	84.1	15.9	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	39A	2	0	39A	0	0	-2	84.7	15.3	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	34A	2	0	34A	0	0	-2	84.8	15.2	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	27A	2	0	27A	0	0	-2	84.8	15.2	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	36B	2	0	36B	0	0	-2	84.8	15.2	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	33E	2	0	33E	0	0	-2	84.8	15.2	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	13A	2	0	13A	0	0	-2	84.8	15.2	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	03A	2	0	03A	0	0	-2	84.8	15.2	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	06A	2	0	06A	0	0	-2	84.8	15.2	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
22C	46A	2	0	46A	0	0	-2	84.7	15.3	NA	NA	NA	NA	Psyr	Pflu	B	0	0	0	1	1
39F	08C	2	1	08C	0	1	-1	87.9	12.1	0.000263782	2113.198925	0.279728336	166.6460284	Psyr	Psyr	W	0	0	0	1	1
39F	23A	2	2	RI	0	2	0	88	12	3.15E-05	60.76549436	0.006094799	11.24263515	Psyr	Psyr	W	0	1	0	0	1
39F	24C	1	2	39F	1	2	1	87.8	12.2	8.02E-05	1856.22184	0.411065595	398.6526996	Psyr	Psyr	W	0	0	0	1	1
39F	21A	2	1	21A	0	1	-1	87.5	12.5	0.000224003	1532.968887	0.360531247	544.2231091	Psyr	Psyr	W	0	0	0	1	1
39F	20B	2	0	20B	0	0	-2	87.5	12.5	0.0002055	829.9317344	0.373204388	611.6541666	Psyr	Psyr	W	0	0	0	1	1
39F	08B	2	0	08B	0	0	-2	83.8	16.2	0.001029443	1524.051544	0.616423564	1304.935218	Psyr	Psyr	W	0	0	0	1	1
39F	36A	2	1	36A	0	1	-1	84.9	15.1	0.000556228	311.594093	0.449280501	922.0160941	Psyr	Pflu	B	0	0	0	1	1
39F	06B	2	0	06B	0	0	-2	84.9	15.1	0.00069749	418.9228024	0.514362609	1042.219437	Psyr	Pflu	B	0	0	0	1	1
39F	07B	2	0	07B	0	0	-2	84.9	15.1	0.000552297	523.5368014	0.41405131	758.1117837	Psyr	Pflu	B	0	0	0	1	1
39F	43A	2	0	43A	0	0	-2	84.8	15.2	0.000423621	18.88508364	0.446639014	889.8203731	Psyr	Pflu	B	0	0	0	1	1
